,Goals,HomeTeam,ShotsFor,ShotsAgainst,ShotsOnTargetFor,ShotsOnTargetAgainst,FoulsFor,FoulsAgainst,CornersFor,CornersAgainst,YellowsFor,YellowsAgainst,RedsFor,RedsAgainst
905,0,0,9,14,3,7,9,11,4,4,3,3,0,0
906,1,1,17,6,5,1,15,18,7,0,2,5,0,0
907,1,0,6,17,1,5,18,15,0,7,5,2,0,0
908,1,1,17,9,6,4,14,13,6,1,5,3,0,0
909,2,0,9,17,4,6,13,14,1,6,3,5,0,0
910,2,1,10,10,3,4,14,14,7,6,4,3,0,0
911,0,0,10,10,4,3,14,14,6,7,3,4,0,0
912,1,1,19,7,5,2,9,17,5,2,0,3,0,0
913,0,0,7,19,2,5,17,9,2,5,3,0,0,0
914,3,1,7,15,6,2,10,12,2,3,2,1,0,0
915,0,0,15,7,2,6,12,10,3,2,1,2,0,0
916,1,1,9,14,2,5,9,13,6,5,2,3,0,0
917,2,0,14,9,5,2,13,9,5,6,3,2,0,0
918,3,1,9,21,4,2,15,12,7,3,7,4,1,0
919,2,0,21,9,2,4,12,15,3,7,4,7,0,1
920,4,1,12,6,5,0,17,18,4,2,0,4,0,0
921,0,0,6,12,0,5,18,17,2,4,4,0,0,0
922,1,1,12,13,4,8,18,12,4,6,4,3,0,0
923,2,0,13,12,8,4,12,18,6,4,3,4,0,0
924,0,1,14,15,3,8,15,13,6,5,2,2,0,0
925,3,0,15,14,8,3,13,15,5,6,2,2,0,0
926,2,1,23,4,6,1,9,14,7,4,2,3,0,0
927,0,0,4,23,1,6,14,9,4,7,3,2,0,0
928,3,1,15,5,7,2,12,18,5,1,3,3,0,0
929,1,0,5,15,2,7,18,12,1,5,3,3,0,0
930,3,1,12,8,5,5,9,12,7,2,2,4,0,0
931,2,0,8,12,5,5,12,9,2,7,4,2,0,0
932,2,1,13,13,4,3,12,18,3,2,6,5,0,0
933,0,0,13,13,3,4,18,12,2,3,5,6,0,0
934,2,1,11,10,4,4,14,10,2,9,2,1,0,0
935,2,0,10,11,4,4,10,14,9,2,1,2,0,0
936,1,1,3,9,1,2,17,13,1,3,4,1,0,0
937,1,0,9,3,2,1,13,17,3,1,1,4,0,0
938,3,1,16,6,9,0,16,10,6,2,2,5,0,0
939,0,0,6,16,0,9,10,16,2,6,5,2,0,0
940,2,1,10,6,6,2,11,26,3,6,2,7,0,2
941,0,0,6,10,2,6,26,11,6,3,7,2,2,0
942,2,1,9,5,3,2,15,14,4,5,2,3,0,0
943,2,0,5,9,2,3,14,15,5,4,3,2,0,0
944,5,1,23,7,9,0,15,13,5,8,2,1,0,0
945,0,0,7,23,0,9,13,15,8,5,1,2,0,0
946,3,1,18,14,9,5,13,8,7,4,1,3,0,0
947,0,0,14,18,5,9,8,13,4,7,3,1,0,0
948,1,1,11,8,2,2,20,6,6,4,4,2,1,0
949,0,0,8,11,2,2,6,20,4,6,2,4,0,1
950,2,1,13,16,6,9,15,17,1,6,3,4,0,1
951,4,0,16,13,9,6,17,15,6,1,4,3,1,0
952,0,1,13,15,5,7,18,12,3,8,5,3,1,0
953,2,0,15,13,7,5,12,18,8,3,3,5,0,1
954,0,1,8,8,1,1,9,22,5,2,0,3,0,0
955,0,0,8,8,1,1,22,9,2,5,3,0,0,0
956,2,1,19,8,7,3,15,19,7,5,2,5,0,1
957,1,0,8,19,3,7,19,15,5,7,5,2,1,0
958,0,1,16,14,1,3,14,19,7,4,2,5,0,0
959,1,0,14,16,3,1,19,14,4,7,5,2,0,0
960,4,1,11,9,7,4,17,11,7,7,6,2,0,0
961,0,0,9,11,4,7,11,17,7,7,2,6,0,0
962,2,1,20,14,8,7,8,5,9,1,3,0,0,0
963,2,0,14,20,7,8,5,8,1,9,0,3,0,0
964,1,1,10,13,4,2,13,12,4,9,4,4,0,0
965,0,0,13,10,2,4,12,13,9,4,4,4,0,0
966,0,1,8,9,4,2,7,15,5,5,4,3,0,0
967,0,0,9,8,2,4,15,7,5,5,3,4,0,0
968,2,1,6,8,2,5,17,13,3,3,1,1,0,0
969,1,0,8,6,5,2,13,17,3,3,1,1,0,0
970,1,1,7,13,3,1,7,21,1,7,4,3,0,0
971,0,0,13,7,1,3,21,7,7,1,3,4,0,0
972,3,1,17,6,5,2,12,9,8,5,2,1,0,0
973,0,0,6,17,2,5,9,12,5,8,1,2,0,0
974,3,1,22,8,8,1,10,12,7,2,0,3,0,0
975,0,0,8,22,1,8,12,10,2,7,3,0,0,0
976,2,1,14,17,5,2,22,16,3,2,4,5,0,0
977,2,0,17,14,2,5,16,22,2,3,5,4,0,0
978,1,1,15,13,6,4,19,10,5,6,6,4,0,1
979,2,0,13,15,4,6,10,19,6,5,4,6,1,0
980,0,1,9,7,3,3,13,18,8,3,3,2,0,0
981,0,0,7,9,3,3,18,13,3,8,2,3,0,0
982,1,1,11,11,2,4,21,16,3,4,7,3,1,0
983,3,0,11,11,4,2,16,21,4,3,3,7,0,1
984,2,1,15,9,5,3,11,19,6,2,0,2,0,0
985,1,0,9,15,3,5,19,11,2,6,2,0,0,0
986,3,1,12,13,6,3,16,13,4,3,3,3,0,1
987,1,0,13,12,3,6,13,16,3,4,3,3,1,0
988,0,1,13,6,7,6,9,18,13,2,3,1,1,0
989,2,0,6,13,6,7,18,9,2,13,1,3,0,1
990,0,1,13,10,5,2,23,10,6,4,4,2,1,0
991,0,0,10,13,2,5,10,23,4,6,2,4,0,1
992,3,1,16,3,4,1,22,11,4,4,4,2,0,1
993,0,0,3,16,1,4,11,22,4,4,2,4,1,0
994,2,1,13,8,4,4,11,7,9,7,4,2,1,0
995,2,0,8,13,4,4,7,11,7,9,2,4,0,1
996,0,1,10,8,4,1,11,18,7,5,2,4,0,0
997,0,0,8,10,1,4,18,11,5,7,4,2,0,0
998,2,1,16,8,4,0,14,18,3,10,3,2,0,0
999,0,0,8,16,0,4,18,14,10,3,2,3,0,0
1000,2,1,11,7,6,4,12,12,3,3,2,2,0,0
1001,2,0,7,11,4,6,12,12,3,3,2,2,0,0
1002,1,1,20,10,8,0,12,18,3,5,1,3,0,0
1003,0,0,10,20,0,8,18,12,5,3,3,1,0,0
1004,1,1,14,14,7,8,12,17,5,7,1,1,1,0
1005,4,0,14,14,8,7,17,12,7,5,1,1,0,1
1006,3,1,15,8,6,3,10,16,4,1,4,2,0,0
1007,0,0,8,15,3,6,16,10,1,4,2,4,0,0
1008,0,1,12,4,6,3,10,14,4,6,0,1,0,0
1009,1,0,4,12,3,6,14,10,6,4,1,0,0,0
1010,1,1,19,6,10,3,10,12,6,3,4,1,0,0
1011,1,0,6,19,3,10,12,10,3,6,1,4,0,0
1012,1,1,19,14,7,6,13,18,7,0,3,2,1,0
1013,2,0,14,19,6,7,18,13,0,7,2,3,0,1
1014,0,1,21,6,1,1,12,10,10,2,2,4,0,1
1015,0,0,6,21,1,1,10,12,2,10,4,2,1,0
1016,3,1,12,21,6,5,7,12,6,4,4,1,0,0
1017,0,0,21,12,5,6,12,7,4,6,1,4,0,0
1018,0,1,12,9,2,4,16,11,3,5,5,1,0,0
1019,1,0,9,12,4,2,11,16,5,3,1,5,0,0
1020,1,1,13,13,2,4,9,16,7,4,2,4,0,0
1021,1,0,13,13,4,2,16,9,4,7,4,2,0,0
1022,0,1,17,8,4,2,15,9,3,4,2,2,0,0
1023,0,0,8,17,2,4,9,15,4,3,2,2,0,0
1024,1,1,9,7,4,2,10,17,10,2,3,4,0,0
1025,0,0,7,9,2,4,17,10,2,10,4,3,0,0
1026,2,1,11,7,2,2,12,13,2,2,2,1,0,0
1027,1,0,7,11,2,2,13,12,2,2,1,2,0,0
1028,2,1,13,17,4,8,15,11,3,8,6,1,0,0
1029,4,0,17,13,8,4,11,15,8,3,1,6,0,0
1030,2,1,15,14,7,3,9,10,6,7,0,3,0,0
1031,0,0,14,15,3,7,10,9,7,6,3,0,0,0
1032,1,1,17,6,6,1,14,10,4,2,5,3,0,0
1033,1,0,6,17,1,6,10,14,2,4,3,5,0,0
1034,1,1,11,19,2,5,17,11,4,6,5,3,1,1
1035,2,0,19,11,5,2,11,17,6,4,3,5,1,1
1036,0,1,10,6,2,3,10,9,13,4,1,2,0,0
1037,2,0,6,10,3,2,9,10,4,13,2,1,0,0
1038,0,1,10,7,3,1,26,15,3,5,4,1,0,0
1039,0,0,7,10,1,3,15,26,5,3,1,4,0,0
1040,0,1,9,12,3,4,17,23,7,1,3,4,1,0
1041,2,0,12,9,4,3,23,17,1,7,4,3,0,1
1042,3,1,15,14,6,3,17,8,5,3,2,2,0,0
1043,1,0,14,15,3,6,8,17,3,5,2,2,0,0
1044,2,1,7,12,3,5,15,16,3,12,5,4,0,0
1045,1,0,12,7,5,3,16,15,12,3,4,5,0,0
1046,0,1,17,10,3,4,16,13,8,6,3,2,0,0
1047,1,0,10,17,4,3,13,16,6,8,2,3,0,0
1048,1,1,9,10,2,2,15,12,8,2,2,3,0,0
1049,2,0,10,9,2,2,12,15,2,8,3,2,0,0
1050,1,1,6,11,2,5,14,14,4,4,2,2,0,0
1051,2,0,11,6,5,2,14,14,4,4,2,2,0,0
1052,1,1,15,3,4,1,14,16,7,0,1,1,0,0
1053,0,0,3,15,1,4,16,14,0,7,1,1,0,0
1054,0,1,19,8,3,3,12,17,7,3,1,4,0,1
1055,2,0,8,19,3,3,17,12,3,7,4,1,1,0
1056,2,1,11,4,3,1,12,13,6,2,0,3,0,0
1057,0,0,4,11,1,3,13,12,2,6,3,0,0,0
1058,1,1,14,15,3,4,15,10,2,2,6,4,0,0
1059,0,0,15,14,4,3,10,15,2,2,4,6,0,0
1060,1,1,15,5,6,2,13,20,7,0,3,5,0,0
1061,1,0,5,15,2,6,20,13,0,7,5,3,0,0
1062,1,1,16,20,3,3,10,18,3,5,1,1,0,0
1063,1,0,20,16,3,3,18,10,5,3,1,1,0,0
1064,1,1,13,3,4,2,9,7,4,4,2,2,0,0
1065,0,0,3,13,2,4,7,9,4,4,2,2,0,0
1066,3,1,12,8,6,1,12,17,10,4,1,2,0,0
1067,1,0,8,12,1,6,17,12,4,10,2,1,0,0
1068,2,1,14,8,6,1,14,17,13,1,0,4,0,0
1069,1,0,8,14,1,6,17,14,1,13,4,0,0,0
1070,0,1,7,14,1,4,17,16,4,4,3,0,0,0
1071,1,0,14,7,4,1,16,17,4,4,0,3,0,0
1072,2,1,18,11,8,6,13,10,6,1,1,4,0,1
1073,3,0,11,18,6,8,10,13,1,6,4,1,1,0
1074,0,1,11,13,3,5,8,21,8,2,3,5,0,0
1075,2,0,13,11,5,3,21,8,2,8,5,3,0,0
1076,5,1,22,9,11,2,12,13,7,2,2,2,0,0
1077,2,0,9,22,2,11,13,12,2,7,2,2,0,0
1078,1,1,10,15,2,6,14,12,5,12,1,6,0,1
1079,4,0,15,10,6,2,12,14,12,5,6,1,1,0
1080,1,1,22,8,7,3,10,12,5,3,2,2,0,0
1081,1,0,8,22,3,7,12,10,3,5,2,2,0,0
1082,2,1,9,9,5,2,12,4,1,7,3,1,0,0
1083,0,0,9,9,2,5,4,12,7,1,1,3,0,0
1084,1,1,7,12,2,5,21,23,2,2,1,3,0,0
1085,3,0,12,7,5,2,23,21,2,2,3,1,0,0
1086,0,1,12,8,3,4,20,6,6,2,8,1,0,0
1087,2,0,8,12,4,3,6,20,2,6,1,8,0,0
1088,2,1,22,6,7,1,15,8,9,2,1,0,0,0
1089,0,0,6,22,1,7,8,15,2,9,0,1,0,0
1090,1,1,13,16,3,9,10,11,3,7,1,2,0,0
1091,4,0,16,13,9,3,11,10,7,3,2,1,0,0
1092,1,1,15,8,3,3,16,14,5,0,4,2,0,0
1093,2,0,8,15,3,3,14,16,0,5,2,4,0,0
1094,0,1,13,12,3,3,11,14,6,5,3,4,1,1
1095,1,0,12,13,3,3,14,11,5,6,4,3,1,1
1096,0,1,8,9,2,1,13,22,3,5,3,4,0,0
1097,0,0,9,8,1,2,22,13,5,3,4,3,0,0
1098,3,1,12,7,4,3,16,7,5,5,3,3,0,0
1099,1,0,7,12,3,4,7,16,5,5,3,3,0,0
1100,1,1,6,8,2,5,18,18,3,3,2,4,0,0
1101,2,0,8,6,5,2,18,18,3,3,4,2,0,0
1102,0,1,14,11,4,7,10,8,9,2,2,2,0,0
1103,4,0,11,14,7,4,8,10,2,9,2,2,0,0
1104,2,1,13,4,3,2,15,14,5,2,0,4,0,0
1105,0,0,4,13,2,3,14,15,2,5,4,0,0,0
1106,3,1,15,14,6,5,7,8,10,7,1,3,0,0
1107,2,0,14,15,5,6,8,7,7,10,3,1,0,0
1108,0,1,9,7,2,3,15,25,3,4,5,2,0,0
1109,2,0,7,9,3,2,25,15,4,3,2,5,0,0
1110,2,1,7,17,2,3,9,12,6,7,2,1,0,0
1111,2,0,17,7,3,2,12,9,7,6,1,2,0,0
1112,3,1,16,16,8,3,9,18,4,6,1,3,0,0
1113,2,0,16,16,3,8,18,9,6,4,3,1,0,0
1114,0,1,17,4,5,2,18,9,5,3,3,1,0,0
1115,1,0,4,17,2,5,9,18,3,5,1,3,0,0
1116,1,1,10,10,4,1,18,8,7,5,4,1,0,0
1117,1,0,10,10,1,4,8,18,5,7,1,4,0,0
1118,1,1,20,7,5,2,22,9,6,3,5,3,1,0
1119,1,0,7,20,2,5,9,22,3,6,3,5,0,1
1120,2,1,17,12,7,4,10,9,4,3,1,0,0,0
1121,0,0,12,17,4,7,9,10,3,4,0,1,0,0
1122,1,1,9,13,3,3,14,14,5,4,4,3,0,0
1123,1,0,13,9,3,3,14,14,4,5,3,4,0,0
1124,4,1,16,15,9,9,10,10,5,3,4,7,1,0
1125,4,0,15,16,9,9,10,10,3,5,7,4,0,1
1126,3,1,14,11,7,6,13,14,2,9,3,7,0,1
1127,2,0,11,14,6,7,14,13,9,2,7,3,1,0
1128,2,1,12,13,6,2,14,9,2,6,2,2,0,0
1129,1,0,13,12,2,6,9,14,6,2,2,2,0,0
1130,3,1,23,11,7,5,9,12,5,0,2,3,0,0
1131,3,0,11,23,5,7,12,9,0,5,3,2,0,0
1132,2,1,11,15,4,5,9,13,6,6,2,2,0,0
1133,1,0,15,11,5,4,13,9,6,6,2,2,0,0
1134,1,1,18,8,2,1,13,11,3,4,2,2,0,0
1135,0,0,8,18,1,2,11,13,4,3,2,2,0,0
1136,2,1,18,5,5,2,13,19,11,1,3,4,0,0
1137,0,0,5,18,2,5,19,13,1,11,4,3,0,0
1138,2,1,15,11,7,6,12,13,3,6,2,3,0,0
1139,1,0,11,15,6,7,13,12,6,3,3,2,0,0
1140,2,1,21,9,10,2,14,12,5,1,3,4,0,1
1141,0,0,9,21,2,10,12,14,1,5,4,3,1,0
1142,1,1,14,9,5,2,23,20,1,4,5,2,0,0
1143,2,0,9,14,2,5,20,23,4,1,2,5,0,0
1144,2,1,13,3,7,1,9,15,5,4,0,1,0,0
1145,1,0,3,13,1,7,15,9,4,5,1,0,0,0
1146,2,1,15,12,5,3,17,10,4,7,2,3,0,0
1147,0,0,12,15,3,5,10,17,7,4,3,2,0,0
1148,1,1,6,9,1,5,17,15,3,3,6,4,0,0
1149,1,0,9,6,5,1,15,17,3,3,4,6,0,0
1150,2,1,17,10,7,4,15,14,4,3,4,4,0,0
1151,1,0,10,17,4,7,14,15,3,4,4,4,0,0
1152,3,1,11,14,4,7,16,11,2,7,2,1,0,1
1153,1,0,14,11,7,4,11,16,7,2,1,2,1,0
1154,1,1,6,9,2,1,16,18,1,2,2,1,0,0
1155,0,0,9,6,1,2,18,16,2,1,1,2,0,0
1156,2,1,14,17,8,4,22,12,9,1,2,4,0,0
1157,2,0,17,14,4,8,12,22,1,9,4,2,0,0
1158,0,1,10,16,5,4,17,12,6,7,3,3,0,0
1159,2,0,16,10,4,5,12,17,7,6,3,3,0,0
1160,2,1,11,10,5,3,9,15,1,2,2,2,0,0
1161,0,0,10,11,3,5,15,9,2,1,2,2,0,0
1162,2,1,6,14,2,3,12,17,4,8,3,2,0,0
1163,1,0,14,6,3,2,17,12,8,4,2,3,0,0
1164,0,1,6,10,1,2,18,13,6,5,1,2,0,0
1165,0,0,10,6,2,1,13,18,5,6,2,1,0,0
1166,3,1,11,12,5,7,18,8,5,4,6,3,0,0
1167,2,0,12,11,7,5,8,18,4,5,3,6,0,0
1168,3,1,15,8,9,4,10,16,3,6,1,3,0,1
1169,2,0,8,15,4,9,16,10,6,3,3,1,1,0
1170,0,1,14,17,5,6,12,11,9,5,2,5,0,0
1171,1,0,17,14,6,5,11,12,5,9,5,2,0,0
1172,1,1,3,17,2,2,15,18,0,3,2,2,0,0
1173,1,0,17,3,2,2,18,15,3,0,2,2,0,0
1174,3,1,23,6,6,3,12,19,8,3,2,2,0,0
1175,1,0,6,23,3,6,19,12,3,8,2,2,0,0
1176,2,1,8,8,4,3,22,18,5,3,4,4,0,1
1177,2,0,8,8,3,4,18,22,3,5,4,4,1,0
1178,1,1,5,13,2,6,11,12,1,5,0,3,0,0
1179,1,0,13,5,6,2,12,11,5,1,3,0,0,0
1180,2,1,10,12,4,7,17,16,5,7,3,5,0,0
1181,2,0,12,10,7,4,16,17,7,5,5,3,0,0
1182,2,1,11,9,4,2,10,12,4,2,0,1,0,0
1183,1,0,9,11,2,4,12,10,2,4,1,0,0,0
1184,2,1,13,9,8,1,7,10,5,1,2,1,0,0
1185,1,0,9,13,1,8,10,7,1,5,1,2,0,0
1186,0,1,10,8,2,4,11,12,5,8,3,1,0,0
1187,1,0,8,10,4,2,12,11,8,5,1,3,0,0
1188,0,1,16,10,3,3,12,10,8,3,4,2,0,0
1189,0,0,10,16,3,3,10,12,3,8,2,4,0,0
1190,1,1,23,4,7,3,19,13,8,2,4,2,0,1
1191,2,0,4,23,3,7,13,19,2,8,2,4,1,0
1192,3,1,10,12,3,2,19,15,2,7,3,6,1,1
1193,0,0,12,10,2,3,15,19,7,2,6,3,1,1
1194,2,1,19,14,5,7,13,15,12,7,4,1,1,0
1195,2,0,14,19,7,5,15,13,7,12,1,4,0,1
1196,3,1,11,5,4,3,12,16,8,2,2,4,0,0
1197,0,0,5,11,3,4,16,12,2,8,4,2,0,0
1198,2,1,11,6,5,2,12,15,7,4,2,1,0,0
1199,1,0,6,11,2,5,15,12,4,7,1,2,0,0
1200,0,1,6,17,1,6,19,9,1,4,3,1,0,0
1201,2,0,17,6,6,1,9,19,4,1,1,3,0,0
1202,2,1,12,7,3,4,16,16,5,3,4,1,0,0
1203,0,0,7,12,4,3,16,16,3,5,1,4,0,0
1204,1,1,13,6,4,0,17,17,4,5,4,3,0,0
1205,0,0,6,13,0,4,17,17,5,4,3,4,0,0
1206,3,1,14,12,6,4,17,13,4,3,3,3,0,0
1207,2,0,12,14,4,6,13,17,3,4,3,3,0,0
1208,1,1,9,18,2,6,15,8,2,4,2,1,0,0
1209,1,0,18,9,6,2,8,15,4,2,1,2,0,0
1210,0,1,14,3,1,2,11,14,2,2,1,2,0,0
1211,1,0,3,14,2,1,14,11,2,2,2,1,0,0
1212,4,1,6,7,4,2,9,15,3,4,2,3,0,0
1213,0,0,7,6,2,4,15,9,4,3,3,2,0,0
1214,0,1,9,12,5,4,17,15,9,4,1,3,0,0
1215,0,0,12,9,4,5,15,17,4,9,3,1,0,0
1216,5,1,20,12,11,3,10,12,5,4,1,2,0,0
1217,0,0,12,20,3,11,12,10,4,5,2,1,0,0
1218,0,1,13,8,2,3,11,14,6,3,2,3,0,0
1219,1,0,8,13,3,2,14,11,3,6,3,2,0,0
1220,1,1,14,14,1,3,14,17,8,6,2,2,0,0
1221,1,0,14,14,3,1,17,14,6,8,2,2,0,0
1222,1,1,13,13,1,4,19,12,7,3,4,2,0,0
1223,0,0,13,13,4,1,12,19,3,7,2,4,0,0
1224,1,1,23,7,12,2,17,12,6,3,4,3,0,0
1225,0,0,7,23,2,12,12,17,3,6,3,4,0,0
1226,0,1,10,8,1,2,16,5,4,6,1,0,0,0
1227,0,0,8,10,2,1,5,16,6,4,0,1,0,0
1228,1,1,15,7,4,3,12,18,3,6,1,2,0,1
1229,0,0,7,15,3,4,18,12,6,3,2,1,1,0
1230,2,1,11,12,7,3,17,14,5,7,2,3,0,0
1231,1,0,12,11,3,7,14,17,7,5,3,2,0,0
1232,0,1,7,13,2,3,10,15,7,6,2,3,0,0
1233,1,0,13,7,3,2,15,10,6,7,3,2,0,0
1234,1,1,11,9,5,3,21,6,6,6,2,5,0,0
1235,0,0,9,11,3,5,6,21,6,6,5,2,0,0
1236,1,1,18,13,5,3,15,22,0,1,5,2,0,1
1237,1,0,13,18,3,5,22,15,1,0,2,5,1,0
1238,1,1,18,10,5,4,16,14,6,5,4,1,0,0
1239,1,0,10,18,4,5,14,16,5,6,1,4,0,0
1240,0,1,7,9,3,5,11,23,3,4,1,1,0,0
1241,3,0,9,7,5,3,23,11,4,3,1,1,0,0
1242,0,1,17,9,6,2,7,22,13,6,1,3,0,0
1243,1,0,9,17,2,6,22,7,6,13,3,1,0,0
1244,2,1,14,8,6,1,11,13,11,1,1,5,0,0
1245,0,0,8,14,1,6,13,11,1,11,5,1,0,0
1246,3,1,11,11,5,3,11,14,5,6,1,2,0,0
1247,0,0,11,11,3,5,14,11,6,5,2,1,0,0
1248,4,1,12,20,7,3,17,12,6,7,1,4,0,1
1249,1,0,20,12,3,7,12,17,7,6,4,1,1,0
1250,1,1,14,12,6,6,15,7,11,8,3,2,0,0
1251,0,0,12,14,6,6,7,15,8,11,2,3,0,0
1252,2,1,13,4,8,2,15,13,1,3,3,3,0,1
1253,0,0,4,13,2,8,13,15,3,1,3,3,1,0
1254,2,1,24,10,4,7,10,9,7,5,2,1,0,0
1255,6,0,10,24,7,4,9,10,5,7,1,2,0,0
1256,3,1,24,15,11,7,9,14,8,3,0,3,0,0
1257,2,0,15,24,7,11,14,9,3,8,3,0,0,0
1258,1,1,10,9,3,1,14,22,1,3,5,5,0,0
1259,0,0,9,10,1,3,22,14,3,1,5,5,0,0
1260,3,1,8,3,4,2,16,18,3,3,4,3,0,0
1261,1,0,3,8,2,4,18,16,3,3,3,4,0,0
1262,1,1,11,11,4,5,16,12,5,7,5,4,0,0
1263,1,0,11,11,5,4,12,16,7,5,4,5,0,0
1264,2,1,13,11,8,0,9,13,4,3,1,3,0,0
1265,0,0,11,13,0,8,13,9,3,4,3,1,0,0
1266,2,1,17,9,8,2,13,15,9,2,3,5,0,1
1267,1,0,9,17,2,8,15,13,2,9,5,3,1,0
1268,1,1,14,6,6,2,15,16,9,2,2,3,0,0
1269,2,0,6,14,2,6,16,15,2,9,3,2,0,0
1270,0,1,11,19,4,7,11,9,6,7,4,1,1,0
1271,2,0,19,11,7,4,9,11,7,6,1,4,0,1
1272,3,1,19,6,7,2,12,16,5,2,1,2,0,1
1273,1,0,6,19,2,7,16,12,2,5,2,1,1,0
1274,3,1,10,10,4,3,9,14,7,4,2,5,0,0
1275,1,0,10,10,3,4,14,9,4,7,5,2,0,0
1276,1,1,16,9,5,6,13,9,4,2,2,2,0,0
1277,2,0,9,16,6,5,9,13,2,4,2,2,0,0
1278,1,1,11,4,3,0,11,14,5,3,3,2,0,0
1279,0,0,4,11,0,3,14,11,3,5,2,3,0,0
1280,2,1,14,13,7,4,13,10,6,4,3,3,0,0
1281,1,0,13,14,4,7,10,13,4,6,3,3,0,0
1282,2,1,14,11,5,4,16,20,3,5,0,4,0,0
1283,2,0,11,14,4,5,20,16,5,3,4,0,0,0
1284,2,1,9,11,4,2,13,13,4,5,3,2,0,0
1285,0,0,11,9,2,4,13,13,5,4,2,3,0,0
1286,2,1,17,8,5,4,16,20,6,4,2,3,0,0
1287,2,0,8,17,4,5,20,16,4,6,3,2,0,0
1288,2,1,15,9,6,1,18,12,4,6,0,1,0,0
1289,1,0,9,15,1,6,12,18,6,4,1,0,0,0
1290,2,1,17,17,7,8,9,7,6,4,0,1,0,1
1291,2,0,17,17,8,7,7,9,4,6,1,0,1,0
1292,2,1,9,9,3,1,14,19,2,3,4,2,0,0
1293,0,0,9,9,1,3,19,14,3,2,2,4,0,0
1294,0,1,19,9,4,6,12,10,8,2,1,3,0,0
1295,2,0,9,19,6,4,10,12,2,8,3,1,0,0
1296,2,1,15,6,8,3,11,3,5,2,4,2,0,0
1297,2,0,6,15,3,8,3,11,2,5,2,4,0,0
1298,0,1,9,9,2,7,17,11,1,5,4,1,0,0
1299,2,0,9,9,7,2,11,17,5,1,1,4,0,0
